No,Case Types,active,User Grouping_New,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T3.1 - Product Owner,T4.1 - Technical Team,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Detail BRICare,Unnamed: 58,external_id
344,TRB-5,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara, Syarat & Ketentuan Promo/Program","Nasabah Menanyakan Cara, Syarat & Ketentuan Promo/Program pada QLOLA Apps",,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-5
345,TRB-6,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara melakukan reset password, Lupa user ID",Nasabah Menanyakan Cara Melakukan Reset Password atau Lupa User ID pada QLOLA Apps,,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-6
346,TRB-7,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,Nasabah Menanyakan Pengajuan Pendaftaran Product Cash Management tidak disetujui,Nasabah Menanyakan Pengajuan Pendaftaran Product Cash Management tidak disetujui pada QLOLA Apps,,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-7
347,TRB-8,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,Nasabah Menanyakan Pengajuan Pendaftaran Product BRIVA tidak disetujui,Nasabah Menanyakan Pengajuan Pendaftaran Product BRIVA tidak disetujui pada QLOLA Apps,,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-8
348,TRB-9,TRUE,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,Nasabah Menanyakan Pengajuan Pendaftaran Product Corporate Billing Management (BRI CBM) tidak disetujui,Nasabah Menanyakan Pengajuan Pendaftaran Product Corporate Billing Management (BRI CBM) tidak disetujui pada QLOLA Apps,,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1,,,1,,2,1,Done,,,,,1B,Regular Banking,xxx,,TRB-9
349,UMI-1,TRUE,Resolution Center,UMKM,Transaction Banking,Merchant Solutions,Inquiry,"Calon Mitra UMI Menanyakan Cara, Syarat, dan Ketentuan mengenai Pengajuan Menjadi Mitra UMI","Calon Mitra UMI Menanyakan Cara, Syarat, dan Ketentuan mengenai Pengajuan Menjadi Mitra UMI",,,,,No Change,,Very Low,0 ~ 2,,1.0,New Case Type -,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,,,,,1A,Regular Banking,xxx,,UMI-1
35,UMI-2,TRUE,Resolution Center,UMKM,Transaction Banking,Merchant Solutions,Inquiry,Mitra UMI Menanyakan Informasi Fee Transaksi,Mitra UMI Menanyakan Informasi Fee Transaksi,1.0,"1. Disbursment
2. Loan quality fee",,,No Change,,Very Low,0 ~ 2,,1.0,New Case Type - Sub: disbursement; loan quality fee,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,,,,,1A,Regular Banking,xxx,,UMI-2
351,UMI-3,TRUE,Ultra Micro,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Mitra UMI Komplain Fee Transaksi Belum Masuk ke Rekening BRI,Mitra UMI Komplain Fee Transaksi Belum Masuk ke Rekening BRI,,,,,No Change,,Very Low,0 ~ 2,,1.0,New Case Type -,T3.1 - UMI,1,,,3,,4,3,Done,,,,,1B,Regular Banking,xxx,,UMI-3
34,1710,FALSE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan Promo,Nasabah Mengajukan Cicilan Promo,,,,,Move to Resolution Center,Propose to Delete,Very Low,0 ~ 2,,7.0,Proposed to embed into 1707,,1,,,,,1,,Done,KKD-OPS-MSU,,,,n.a,,xxx,,1710
39,1716,FALSE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan 12 bln (Bring 12 bln),Nasabah Mengajukan Cicilan 12 Bulan,,,,,Move to Resolution Center,Propose to Delete,Very Low,0 ~ 2,,7.0,Proposed to embed into 1707,,1,,,,,1,,Done,KKD-OPS-MSU,,,,n.a,,xxx,,1716
56,2203,FALSE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Request,Permintaan blokir Kartu Kredit karena transaksi mencurigakan,Nasabah Mengajukan Pemblokiran Kartu Kredit Karena Sanggahan Transaksi,,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,1.0,,"Tidak dipakai Agent, langsung ke BO tapi akan dibuat ke 2201",,1,,,5,,6,5,Done,KKD-CRI-DATAM,,,,n.a,,xxx,,2203
91,4214,FALSE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Perubahan No HP/TLP pada Kartu Kredit Utama,Nasabah Mengajukan Perubahan No HP/TLP pada Kartu Kredit Utama,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",Move to Resolution Center,,Medium,6 ~ 10,6.0,3.0,Proposed to merge with 4204,,1,,,,,1,,Done,KKD-AKK-PLTNM,,,,n.a,,xxx,,4214
97,4306,FALSE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Kartu Kredit Rusak / Salah Nama,Nasabah Komplain Kartu Kredit Rusak/Salah Nama,,,1,,Move to Resolution Center,,Medium,6 ~ 10,7.0,1.0,Proposed to merge with 2201 (kartu rusak) & salah nama (4202),,1,,,,,1,,Done,KKD-CRI-DATAM,,,,n.a,,xxx,,4306
126,7300,FALSE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,"Biaya,Bunga, dan Biaya Keterlambatan (Kartu Kredit)","Nasabah Komplain Biaya, Bunga, dan Biaya Keterlambatan Kartu Kredir",,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,3.0,Proposed to merge with 5100,,1,,,,,1,,Done,KKD-OPS-MSU,,,,n.a,,xxx,,7300
,8116,FALSE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade Telkom,Nasabah komplain terkait pembayaran telkom yang belum diterima,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1,,,3,,4,3,,TRB,,,,n.a,,xxx,,8116
,8117,FALSE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade Cellular,Nasabah komplain terkait pembayaran pasca bayar cellular yang belum diterima,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1,,,3,,4,3,,TRB,,,,n.a,,xxx,,8117
,8119,FALSE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade Pembayaran Semen Indonesia (Khusus Nasabah),Nasabah komplain terkait pembayaran Semen Indonesia (Khusus Nasabah) yang belum diterima,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1,,,3,,4,3,,TRB,,,,n.a,,xxx,,8119
,8120,FALSE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade Pupuk Indonesia (Khusus Nasabah),Nasabah komplain terkait pembayaran Pupuk Indonesia (Khusus Nasabah) yang belum diterima,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1,,,3,,4,3,,TRB,,,,n.a,,xxx,,8120
,8121,FALSE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade PLN,Nasabah komplain terkait pembayaran pasca bayar PLN yang belum diterima,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1,,,3,,4,3,,TRB,,,,n.a,,xxx,,8121
,8122,FALSE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade BPJS Ketenagakerjaan,Nasabah komplain terkait double pembayaran BPJS Ketenagakerjaan,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1,,,3,,4,3,,TRB,,,,n.a,,xxx,,8122
145,8123,FALSE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade BPJS Kesehatan,Nasalah Komplain Terkait Double Pembayaran BPS Kesehatan,,,,,Move to Resolution Center,,Very Low,0 ~ 2,1.0,3.0,,,1,,,,,1,,Done,TRB,,,,n.a,,xxx,,8123
,8406,TRUE,Funding & Retail Payment,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Chargeback Kartu Debit yang Bertransaksi di e-Commerce,Chargeback Kartu Debit yang Bertransaksi di e-Commerce,1.0,"1. Debit online gagal saldo berkurang
2. Sanggahan transaksi debit online",,"1. Form Sanggahan
2. Ktp
3. Kartu debit",,,,,,,Call type internal NFT - FST,T3.1 - FST(TSC),1,,,15,,16,15,,FST-TSC,,,,n.a,Regular Banking,"Nasabah melakukan transaksi online di e-Commerce dengan kartu debit BRI gagal, namun saldo berkurang : 
Nama merchant  : (nama Toko serta wilayah)
Jumlah nominal :  Rp. …
Sebanyak         : …  kali
Gagal di trx yang ke : _
Tanggal   : …
Pukul   : … wib
Keterangan / Respon : (yang diterima dari ecommerce)
Nomor ponsel yang bisa dihubungi :
Keterangan tambahan : …
(Spt: nasabah sudah lakukan pembayaran metode Lain)
Mohon Bantuan tindak lanjut
Terima kasih",,8406
196,8612,FALSE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Penarikan EDC,Unit Kerja Mengajukan Penarikan Mesin EDC Merchant,,,,,No Change,"Propose to Deleted, MMS",Extremely High,21 ~ 70,21.0,7.0,,,,1,6,1,,8,7,Done,RPT-MIM,,,,n.a,,xxx,,8612
197,8613,FALSE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Penutupan TID,Unit Kerja Mengajukan Penutupan TID Mesin EDC Merchant,,,,,No Change,"Propose to Deleted, MMS",Extremely High,21 ~ 70,24.0,7.0,,,,1,7,,,8,7,Done,RPT-MIM,,,,n.a,,xxx,,8613
198,8614,FALSE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Perubahan Implementor,Unit Kerja Mengajukan Perubahan Impementor Mesin EDC Merchant,,,,,No Change,"Propose to Deleted, MMS",Extremely High,21 ~ 70,21.0,7.0,,,,1,1,,,2,1,Done,RPT-MIM,,,,n.a,,xxx,,8614
204,8621,FALSE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Perubahan data,Merchant Mengajukan Perubahan Data Merchant,,,,,No Change,"Propose to Deleted, MMS",Extremely High,21 ~ 70,31.0,7.0,,,1,,1,2,,4,3,Done,RPT-MIM,,,,n.a,,xxx,,8621
205,8622,FALSE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Penutupan MID,Unit Kerja Mengajukan Penutupan MID Mesin EDC Merchant,,,,,No Change,"Propose to Deleted, MMS",Extremely High,21 ~ 70,31.0,7.0,,,,1,7,,,8,7,Done,RPT-MIM,,,,n.a,,xxx,,8622
209,8626,FALSE,Resolution Center,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi Debit BRI - Refund double posting (kendala system),Merchant Mengajukan Refund Double Posting,,,,,Move to Resolution Center,,Extremely High,21 ~ 70,29.0,2.0,propose to embed to 8627,,1,,,4,1,6,5,Done,RPT-MCO,,,,n.a,,xxx,,8626
,8644,FALSE,Brilink Network,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,BRILink - Perangkat - Tidak dapat melakukan transaksi,Agen BRILink Komplain Tidak Dapat Melakukan Transaksi,,,,,,Propose to Delete. Move to 8640,,,,,"langsung via MMS, SLA di MMS",,,,,,,,,,BBD-ORR,,,,n.a,,xxx,,8644
,8645,FALSE,Brilink Network,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,BRILink - Perangkat - Kerusakan EDC/Perangkat pendukung,Agen BRILink  Komplain Kerusakan EDC/Perangkat pendukung,,,,,,Propose to Delete. Move to 8640,,,,,"langsung via MMS, SLA di MMS",,,,,,,,,,BBD-ORR,,,,n.a,,xxx,,8645
221,8701,FALSE,Resolution Center,Individu Umum,Servicing,Kartu Debit,Request,Blokir Kartu ATM karena kartu hilang,Nasabah Mengajukan Blokir Kartu Hilang,,,,,Move to Resolution Center,,Very Low,0 ~ 2,,,Proposed to merge with 8405,,1,,,,,1,,Done,LCC-CCTCALL,,,,n.a,,xxx,,8701
252,8949,FALSE,Resolution Center,Individu Umum,Loans,KTA - Digital,Platform & Device Support,Pengajuan Briguna Digital Sistem Timeout,Pengajuan Briguna Digital Sistem Timeout,,,1,1. Screen Shot aplikasi briguna digital,Move to Resolution Center,Move to CCT,Medium,6 ~ 10,6.0,19.0,Proposed to merge as sub in 8940,,1,,,,,1,,Done,DCE,,,,n.a,,xxx,,8949
253,8950,FALSE,Digital Banking,Individu Umum,Loans,KTA - Digital,Platform & Device Support,Pengajuan Briguna Digital Wajah Tidak Terdeteksi,Pengajuan Briguna Digital Wajah Tidak Terdeteksi,,,1,1. Screen Shot aplikasi briguna digital,Move to Resolution Center,,Medium,6 ~ 10,6.0,19.0,Proposed to merge as sub in 8940,,1,,,,,1,,Done,DCE,,,,n.a,,xxx,,8950
254,8951,FALSE,Digital Banking,UMKM,Loans,"KPR, KUR, KMK, KI",Platform & Device Support,KECEKU Fitur Suplesi Otomatis KUPEDES,KECEKU Fitur Suplesi Otomatis KUPEDES,,,,,No Change,Propose to Delete,Very Low,0 ~ 2,,2.0,New Case Type - Perlu konfirmasi dengan Team Terkait DDB,,1,,,2,,3,2,Done,DCE,,,,n.a,,xxx,,8951
255,8952,FALSE,Digital Banking,UMKM,Servicing,Senyum Mobile,Platform & Device Support,Aplikasi SenyuM Mobile,Aplikasi SenyuM Mobile,1.0,,,,No Change,Propose to Delete,Very Low,0 ~ 2,,10.0,New Case Type -,,1,,,1,,11,1,Done,DCE,,,,n.a,,xxx,,8952
256,8953,FALSE,Digital Banking,UMKM,Savings,Deposito,Complaint - Non-Transaction,Tabungan Emas via SenyuM Mobile,Nasabah Komplain Gagal Pembukaan Rekening Tabungan Emas atau Gagal Top Pp Namun Saldo Terdebet,,,,,No Change,Propose to Deleted: Include ke 8952 Breakdown,Very Low,0 ~ 2,1.0,10.0,New Case Type - Perlu konfirmasi dengan Team Terkait DDB & UMI,,1,,,1,,11,1,Done,DCE,,,,n.a,,xxx,,8953
257,8985,FALSE,Resolution Center,UMKM,Transaction Banking,Merchant Solutions,Inquiry,Informasi Status Transaksi Merchant,Informasi Status Transaksi Merchant,,,,,Move to Resolution Center,,Very Low,0 ~ 2,,14.0,Merge to 8620,,1,,,,,1,,Done,LCC-CCTCALL,,,,n.a,,xxx,,8985
267,8106-1*,FALSE,Investment Service,Individu Umum,Investment,DPLK,Complaint - Transaction,Claim yang belum terbayarkan ke nasabah,"Nasabah Komplain Claim DPLK Belum Terbayarkan, Nasabah Menanyakan Terkait Progress Perubahan Jenis Investasi",,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T1 - Agent CCT/Frontliner,1,,,9,,1,9,Done,,,,,n.a,,xxx,,8106-1*
27,8106-2*,FALSE,Investment Service,Individu Umum,Investment,DPLK,Complaint - Transaction,Penarikan sebagian yang belum terbayarkan ke nasabah,Nasabah Komplain Penarikan Sebagian Belum Terbayarkan,1.0,,,,No Change,,Very Low,0 ~ 2,10.0,10.0,New Case Type -,,1,,,9,,1,9,Done,,,,,n.a,,xxx,,8106-2*
271,8106-3*,FALSE,Investment Service,Individu Umum,Investment,DPLK,Complaint - Transaction,Dana pengalihan DPLK belum masuk,Nasabah Komplain Dana Pengalihan Masuk/Keluar Belum Berhasil,1.0,,,,No Change,,Very Low,0 ~ 2,10.0,10.0,New Case Type -,,1,,,9,,1,9,Done,,,,,n.a,,xxx,,8106-3*
272,8106-4*,FALSE,Investment Service,Individu Umum,Investment,DPLK,Complaint - Transaction,DPLK sudah close namun iuran Rutin masih tertagih (possible to delete),Nasabah Komplain Iuran DPLK Belum Masuk ke Rekening DPLK,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,,1,,,5,,6,5,Done,,,,,n.a,,xxx,,8106-4*
273,8106-5*,FALSE,Investment Service,Individu Umum,Investment,DPLK,Request,Pengiriman Ulang Portofolio/E-Statement DPLK,Nasabah Mengajukan Pengiriman Ulang Portfolio/E-Statement DPLK,,,,,No Change,,Very Low,0 ~ 2,1.0,1.0,New Case Type - Menunggu Kewenangan dari INV,,1,,,,,1,,Done,,,,,n.a,,xxx,,8106-5*
274,8106-6*,FALSE,Investment Service,Individu Umum,Investment,DPLK,Request,Nasabah Mengajukan bukti potong pajak pembayaran DPLK,Nasabah Mengajukan bukti potong pajak pembayaran DPLK,,,,,No Change,,Very Low,0 ~ 2,1.0,1.0,New Case Type - Menunggu Kewenangan dari INV,,1,,,,,1,,Done,,,,,n.a,,xxx,,8106-6*
304,TRB-18,FALSE,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Kenaikan Limit,Nasabah Mengajukan Kenaikan Limit,,,,,No Change,Propose to Delete,Very Low,0 ~ 2,,,New Case Type -,,1,,,1,,2,1,Done,,,,,n.a,,xxx,,TRB-18
326,TRB-38,FALSE,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Perbedaan Exchange Rate Pada Saat Transaksi Pembelian Valuta Asing,Nasabah Komplain Perbedaan Exchange Rate Pada Saat Transaksi Pembelian Valuta Asing,,,,,No Change,Proposed to delete,Very Low,0 ~ 2,,,New Case Type -,,1,,,1,,2,1,Partially Done,,,,,n.a,,xxx,,TRB-38
5,1007,FALSE,Digital Banking,Individu Umum,Loans,KTA - Digital,Fraud / Suspicious Transactions,CERIA - Permintaan Blokir karena transaksi mencurigakan,CERIA - Permintaan Blokir karena transaksi mencurigakan,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,2.0,Proposed to delete,,1,,,,,1,,Done,DCE,,,,,,xxx,,1007
21,1039,FALSE,Digital Banking,Individu Umum,Loans,KTA - Digital,Complaint - Transaction,CERIA - Komplain Transaksi Tertagih 2 Kali,CERIA - Komplain Transaksi Tertagih 2 Kali,,Yes,Yes,No,No Change,,Low,3 ~ 5,3.0,1.0,Proposed to delete,,1,,,,,1,,Done,DCE,,,,,,xxx,,1039
22,1040,FALSE,Resolution Center,Individu Umum,Loans,KTA - Digital,Complaint - Transaction,CERIA - Lainnya (proposed to change into specific case),CERIA - Lainnya (proposed to change into specific case),,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,2.0,19.0,Proposed to delete,,1,,,,,1,,Done,DCE,,,,,,xxx,,1040
24,1102,FALSE,Resolution Center,All,All,All,Request,Menanyakan Pengiriman dok / Data Tambahan (follow up permintaan dokumen ),Menanyakan Pengiriman dok / Data Tambahan (follow up permintaan dokumen ),,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,1.0,Proposed to delete embbed with specific case type,T2.1 - CRS,1,1,,,,2,1,Done,KKD-AKK-SSU,,,,,,xxx,,1102
25,1200,FALSE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pembatalan Aplikasi (produk kartu kredit),Pembatalan Aplikasi (produk kartu kredit),,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,14.0,Proposed to delete,,1,,,,,1,,Done,KKD-CRI-APLIK,,,,,,xxx,,1200
31,1212,FALSE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Aktivasi kartu Kredit yang sudah lebih dari 6 bulan,Nasabah Mengajukan Aktivasi Kartu Kredit yang Sudah Lebih dari 6 Bulan,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,3.0,Proposed to delete menunggu surat dari divisi CDD/SCD,T3.1 - CDD,1,,,,,1,,Done,KKD-CRI-DATAM,,,,,,xxx,,1212
54,1820,FALSE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Penukaran Poin Kartu Kredit,Penukaran Poin Kartu Kredit,,Yes,No,No,Move to Resolution Center,,High,11 ~ 15,11.0,,Proposed to delete,,1,,,,,1,,Done,KKD-PBK-KKPBK,,,,,,xxx,,1820
66,2301,FALSE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Platform & Device Support,Transaksi Kartu Kredit ditolak karena sistem Eror,Transaksi Kartu Kredit ditolak karena sistem Eror,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,,Proposed to delete,,1,,,,,1,,Done,LCC-CCTCALL,,,,,,xxx,,2301
97,4217,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengkinian data QRIS KK - Normal,Nasabah Mengajukan Pengkinian Data QRIS Kartu Kredit karena kartu kredit tidak muncul di BRImo,,,No,No,Move to Resolution Center,- Masih dipakai dan tidak perlu dihapus,Low,3 ~ 5,4.0,14.0,Proposed to delete,T3.1 - CDD(CLF-1 DATAM),1,,,1,,11,1,Done,KKD-CRI-DATAM,,,,,,xxx,,4217
99,4303,FALSE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Pengiriman Billing Statement Kartu Kredit,Pengiriman Billing Statement Kartu Kredit,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,2.0,5.0,Proposed to delete,"T3.1 - CDD(OPS Delivery), T5.1 - Vendor",1,,,,,1,,Done,KKD-OPS-DELIVERY,,,,,,xxx,,4303
11,5301,FALSE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Layanan Proses Kartu Add On Kartu kredit,Layanan Proses Kartu Add On Kartu kredit,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,3.0,5.0,Proposed to delete,,1,,,,,1,,Done,KKD-CRI-LIMIT,,,,,,xxx,,5301
122,6404,FALSE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Penutupan Kartu Kredit dengan Tagihan Menunggak,Nasabah Menunggak Mengajukan Penutupan Kartu Kredit,,Yes,Yes,No,No Change,,Medium,6 ~ 10,5.0,14.0,Proposed to Delete,,1,,,,,1,,Done,KKD-CLL-HC,,,,,,xxx,,6404
139,8002,FALSE,Resolution Center,All,"Savings, Transaction Banking","Tabungan, Cash Management, Payment Solutions, Mobile Banking, Internet Banking",Third Party Support,Bansos - KPM Gagal Tarik Tunai di E-Channel,Bansos - KPM Gagal Tarik Tunai di E-Channel,,Yes,No,No,Move to Resolution Center,,Extremely High,21 ~ 70,25.0,10.0,Proposed to delete,,1,,,,,1,,Done,LCC-CCTNIK,,,,,,xxx,,8002
158,8206,FALSE,Resolution Center,UMKM,Loans,KUR,Third Party Support,Bantuan bagi Pelaku Usaha Mikro / BPUM,Bantuan bagi Pelaku Usaha Mikro / BPUM,,Yes,No,No,Move to Resolution Center,,Medium,6 ~ 10,9.0,,Proposed to delete,,1,,,,,1,,Done,LCC-CCTNIK,,,,,,xxx,,8206
16,8208,FALSE,Resolution Center,Individu Umum,Savings,Debit Card,Complaint - Non-Transaction,Cleansing kartu Debit menjadi Ber Chip,Cleansing kartu Debit menjadi Ber Chip,1.0,Yes,No,No,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,,Proposed to delete,,1,,,,,1,,Done,LCC-CCTCALL,,,,,,xxx,,8208
163,8219,FALSE,Resolution Center,Individu Umum,Savings,Debit Card,Complaint - Non-Transaction,Transaksi Dengan Debit Card Ditolak,Transaksi Dengan Debit Card Ditolak,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,4.0,,Proposed to delete,,1,,,,,1,,Done,LCC-CCTCALL,,,,,,xxx,,8219
17,8402,FALSE,Resolution Center,Individu Umum,Savings,Debit Card,Complaint - Non-Transaction,Kartu ATM Selalu Gagal Apabila Digunakan Transaksi,Kartu ATM Selalu Gagal Apabila Digunakan Transaksi,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,,Proposed to delete,,1,,,,,1,,Done,RPT-MCH,,,,,,xxx,,8402
181,8417,FALSE,Resolution Center,Individu Umum,Savings,Debit Card,Inquiry,Nasabah Bank Lain Terdebet di ATM BRI (duplikasi dengan call type 8420),Nasabah Bank Lain Terdebet di ATM BRI (duplikasi dengan call type 8420),,Yes,No,No,Move to Resolution Center,Stay in NFT,Extremely High,21 ~ 70,26.0,,Proposed to delete,,1,,,,,1,,Done,LCC-CCTCALL,,,,,,xxx,,8417
184,8420,TRUE,Resolution Center,Individu Umum,Savings,Tabungan,Request,Permintaan Kunjungan UKO,Nasabah Mengajukan Permintaan Kunjungan UKO,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,,,T2.1 - Branch,1,1,,,,2,1,Done,LCC-CCTCALL,,,,,,"Merujuk nomor laporan	: 
Mohon bantuan kepada pihak Uker BRI	: 
Untuk melakukan service recovery dengan menghubungi atau melakukan kunjungan nasabah terkait hasil laporannya. 
Sebagai tambahan konfirmasi dalam kunjungan ke nasabah perlu memperhatikan informasi sebagai berikut:
No Hp nasabah	: 
Alamat nasabah	: 
Nominal transaksi: 
Kronologi	:

Hasil Tindak lanjut:

Demikian, untuk mendapat tindaklanjut Uker pada kesempatan pertama. 
Mohon UKO agar melakukan Close Tiket setelah kunjungan nasabah dilakukan.
Atas bantuan dan kerjasamanya, disampaikan terima kasih.",Ada penggantian deskripsi,8420
185,8421,FALSE,Resolution Center,All,All,All,Complaint - Non-Transaction,Tidak Bisa Melakukan Registrasi Layanan yang Ada di BRI,Tidak Bisa Melakukan Registrasi Layanan yang Ada di BRI,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,3.0,Proposed to delete,,1,,,,,1,,Done,LCC-CCTCALL,,,,,,xxx,,8421
2,8444,FALSE,Resolution Center,All,"Savings, Transaction Banking","Tabungan, Cash Management, Payment Solutions, Mobile Banking, Internet Banking",Third Party Support,Nasabah Bank Lain / Merchant Salah Transfer ke BRI,Nasabah Bank Lain Mengajukan Pengembalian Dana (Refund) akibat Salah Transfer ke BRI,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,10.0,Proposed to delete,"T2.1 - CRS, T2.2 - Branch, T3.1 - NFT",1,1,1,3,,6,5,Done,LCC-CRC,,,,,,xxx,,8444
